username, created_at, lng, lat, text
othersuns, Mon Jan 25 05:41:16 +0000 2021, -94.559281, 39.100048, @Brisket_Bob I don’t really. Look forward to you advocating for those changes in the future. Have a good one. 
Wangscookie, Mon Jan 25 05:41:16 +0000 2021, -77.335266, 25.068313, I want to hug him https://t.co/vLFyEW8e5s 
MissKCP, Mon Jan 25 05:41:16 +0000 2021, -77.477966, 37.611318, What's going on with Herb #WandaVision #S1E03 
PrancingPapio, Mon Jan 25 05:41:16 +0000 2021, -73.831187, 40.670879, Why am I hungry at this time of the night? 😩 
mikeferris99, Mon Jan 25 05:41:16 +0000 2021, -75.770041, 42.746617, I know my mind and body best but it’s ultimately up to a doctor to tell me if I’m right or not? Now tell me how that makes any sense. 
DonnaHo50584821, Mon Jan 25 05:41:16 +0000 2021, -122.192819, 47.813016, @BruceRayCarr1 @CNNSotu @mj_lee Biden can't do anything about the virus. He said it will have to run its course.W… https://t.co/4MyEIZho5w 
AyyKayy_Kayy7, Mon Jan 25 05:41:16 +0000 2021, -121.300425, 37.980826, I wanna be this dudes toaster strudel 😐 
iAmMuzicKing, Mon Jan 25 05:41:16 +0000 2021, -118.411907, 34.020789, We gotta salute @ShannonSharpe for the culture! Big homie be holding us down! Best sports personality on televisi… https://t.co/1RY6IcNk3B 
Ms_AbbeyFangman, Mon Jan 25 05:41:17 +0000 2021, -92.453089, 42.516156, Yeah I’m not a small sized gal, am I okay with how I look? Yes and no. But I’m working on it. Size shouldn’t matter… https://t.co/djAK9aiojL 
danyelrenai_, Mon Jan 25 05:41:17 +0000 2021, -77.493170, 37.529883, I randomly just be missing @Kelsology_ lol our Aries souls are kindred. ✨ 
UGottaLuvMont, Mon Jan 25 05:41:17 +0000 2021, -80.926628, 33.631140, @Rihannas_redho It be like that sometimes 
Clairee_j, Mon Jan 25 05:41:17 +0000 2021, -84.433106, 33.767195, From the streets he did emerge; and to the streets he will return 
justinsandstrom, Mon Jan 25 05:41:17 +0000 2021, -122.260407, 47.804248, @trappppsoullll ur a wholesome bean 🥰 
PIAHAlianza, Mon Jan 25 05:41:17 +0000 2021, -79.272570, 43.629311, Hoy oración 🙏🏻 por @google_meet a las 9pm bendiciones 
justloganx1, Mon Jan 25 05:41:17 +0000 2021, -77.563210, 34.839757, Ima need summer to hurry on up and get here so I can get on with my life and have random road trips with my friends 
lakshitha268, Mon Jan 25 05:41:17 +0000 2021, -83.099288, 42.352787, @IMoinuddeen @nipuna__d බොරු කියම්නේ මුම් 
jimmckee18, Mon Jan 25 05:41:17 +0000 2021, -118.359860, 33.758771, @_SharkTrader We are in a massive bubble, so...lol 
Bl4ckDr4gonx, Mon Jan 25 05:41:17 +0000 2021, -87.875703, 41.991771, @miumiu10021 しかもこの大学は中〇と繋がってるまっかっかの大学って知ってるのかな? 
graciehamilton0, Mon Jan 25 05:41:18 +0000 2021, -83.804475, 27.698682, I’m scared to fully move on because that means I have to say goodbye to us forever 
Chi_flag, Mon Jan 25 05:41:17 +0000 2021, -87.732013, 41.833585, Who? He will be less remembered than Warren G. Harding in History texts with a bunch of footnotes. 
CliffEmA11, Mon Jan 25 05:41:17 +0000 2021, -117.656773, 33.603508, https://t.co/uWLjG1Uj7q 
_Domooooo, Mon Jan 25 05:41:18 +0000 2021, -79.857363, 36.090397, my plant better not die 
alexis0wens, Mon Jan 25 05:41:18 +0000 2021, -82.096405, 39.320384, i make my moves in silence... 
marissa_alexia, Mon Jan 25 05:41:18 +0000 2021, -117.009399, 33.935967, My classmate just told me we have 1 Christmas left until we graduate nursing school 🤡 like WHAT we just started ???… https://t.co/iVhkHSV2y4 
bombazzling, Mon Jan 25 05:41:18 +0000 2021, -98.422527, 34.620960, @R3sp3ctMyStrok3 i’m a man. 
MikeLentz19, Mon Jan 25 05:41:19 +0000 2021, -87.699196, 42.045437, Unbelievable 
_ramonchavez_, Mon Jan 25 05:41:19 +0000 2021, -95.446486, 29.838495, I’m wheezing! 🤣🤣🤣🤣 
GirlitattooGB, Mon Jan 25 05:41:19 +0000 2021, -74.214139, 40.766601, @verdugo_juan No sé cómo se postula 
destinyyoliva, Mon Jan 25 05:41:19 +0000 2021, -117.824049, 33.810159, I NEED WHITE MEN OUT OF MY BUSINESS 
_CAMT23_, Mon Jan 25 05:41:19 +0000 2021, -95.446486, 29.838495, In-N-Out so mid 
Loveoverwealth_, Mon Jan 25 05:41:19 +0000 2021, -84.644926, 33.779824, 😑 be you Nigga 
thelotuseater21, Mon Jan 25 05:41:19 +0000 2021, -87.922356, 42.106045, https://t.co/dAS384nikM 
porrafabizinha, Mon Jan 25 05:41:19 +0000 2021, -96.962316, 33.233425, @Nandofisch Então só bloqueia ué 
angelavela, Mon Jan 25 05:41:19 +0000 2021, -87.732013, 41.833585, I think I’m going to buy this crochet pattern... I don’t know how to crochet like this but I’m determined to learn… https://t.co/cGz9KeSHyC 
JoezMcfLy, Mon Jan 25 05:41:19 +0000 2021, -73.849441, 40.850347, This #AttackOnTitan the wave for me https://t.co/o7q6ucA5YD 
DeafITT08, Mon Jan 25 05:41:20 +0000 2021, -79.980689, 40.431389, @SaraUnderwood Gorgeous! 
G59lyndsie, Mon Jan 25 05:41:20 +0000 2021, -111.738566, 33.295215, i’m so mad BAHAHAHA 
SundayButtParty, Mon Jan 25 05:41:20 +0000 2021, -87.732013, 41.833585, Thanks for the love @CCumhole. And thanks for your service. Happy Sunday Bun-Day. https://t.co/OoReVkNct3 
NaylaKodiak, Mon Jan 25 05:41:20 +0000 2021, -118.018856, 33.975918, Remembering Kobe Bryant: 1 year later  https://t.co/ZhWjK7jccu 
YEMolly, Mon Jan 25 05:41:20 +0000 2021, -105.063942, 40.564190, @MoMo_Lives I've discovered new songs. 
